Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price
International,3/31/2023,100,237772,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3930,1010,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/31/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,154,772,9,Abraham Gonzalez International Airport,45,Ciudad de Mexico,10439
Domestic,3/31/2023,99,231775,LAX,Orlando International Airport,3854,ORL,1108,328,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,3/31/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,152,775,10,Los Angeles International Airport,43,Orlando,2117
Domestic,3/31/2023,89,234778,ORL,Los Angeles International Airport,3854,LAX,1162,337,5:30 AM,281,0,TRUE,1927,3,1:11 PM,3/31/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,151,778,8,Orlando International Airport,54,Los Angeles,2022
Domestic,3/31/2023,102,237781,LAX,Logan International Airport,4538,BOS,849,179,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,3/31/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,164,781,13,Los Angeles International Airport,49,Boston,3295
Domestic,3/31/2023,96,231784,BOS,Los Angeles International Airport,4538,LAX,987,549,5:30 AM,326,0,TRUE,2269,3,1:56 PM,3/31/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,160,784,8,Boston Logan International Airport,56,Los Angeles,2781
International,3/31/2023,101,234787,CUN,El Paso International Airport,3687,ELP,3771,843,5:30 AM,190,4,FALSE,1229,2,10:40 AM,3/31/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,175,787,11,Cancun International Airport,63,El Paso,8888
International,3/31/2023,92,237790,ELP,Cancun International Airport,3687,CUN,4671,994,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,3/31/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,155,790,15,El Paso International Airport,48,Cancun,9138
International,3/31/2023,89,231793,YYZ,El Paso International Airport,4347,ELP,3850,920,5:30 AM,219,4,FALSE,1449,2,11:09 AM,3/31/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,143,793,11,Toronto Pearson International Airport,43,El Paso,7573
International,3/31/2023,96,234796,ELP,Toronto Pearson International Airport,4347,YYZ,3326,1030,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,3/31/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,164,796,15,El Paso International Airport,53,Toronto,8425
International,4/1/2023,101,237799,CDG,El Paso International Airport,13986,ELP,5026,861,5:30 AM,639,12,FALSE,4662,8,12:09 AM,3/31/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,155,799,9,Paris Charles de Gaulle Airport,45,El Paso,5477
International,3/31/2023,100,231802,ELP,Paris Charles de Gaulle Airport,13986,CDG,4800,950,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,3/31/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,157,802,13,El Paso International Airport,44,Paris,5062
International,4/1/2023,87,234805,HND,El Paso International Airport,15966,ELP,5280,1166,5:30 AM,725,14,FALSE,5322,16,9:35 AM,3/31/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,154,805,10,Tokyo Haneda Airport,57,El Paso,9993
International,3/31/2023,97,237808,ELP,Tokyo Haneda Airport,15966,HND,3069,1138,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,3/31/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,155,808,8,El Paso International Airport,50,Tokyo,8262
Domestic,4/1/2023,89,231811,DFW,El Paso International Airport,1102,ELP,735,466,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/1/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,140,811,11,Dallas/Ft. Worth International Airport,40,El Paso,2460
Domestic,4/1/2023,94,234814,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1003,332,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/1/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,160,814,14,El Paso International Airport,52,Dallas,2851
Domestic,4/1/2023,96,237817,LAX,El Paso International Airport,1428,ELP,859,342,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/1/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,156,817,11,Los Angeles International Airport,49,El Paso,2367
Domestic,4/1/2023,90,231820,ELP,Los Angeles International Airport,1428,LAX,897,464,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/1/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,166,820,15,El Paso International Airport,61,Los Angeles,3084
Domestic,4/1/2023,85,234823,ORD,El Paso International Airport,2470,ELP,1037,522,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/1/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,151,823,8,Chicago International Airport,58,El Paso,3174
Domestic,4/1/2023,93,237826,ELP,Chicago International Airport,2470,ORD,621,181,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/1/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,170,826,15,El Paso International Airport,62,Chicago,3160
Domestic,4/1/2023,100,231829,ATL,El Paso International Airport,2560,ELP,550,221,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/1/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,176,829,14,Hartsfield-Jackson Atlanta International Airport,62,El Paso,1562
Domestic,4/1/2023,103,234832,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,634,166,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/1/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,174,832,9,El Paso International Airport,62,Atlanta,1204
Domestic,4/1/2023,89,237835,JFK,El Paso International Airport,3806,ELP,1067,177,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/1/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,144,835,9,John F. Kennedy International Airport,46,El Paso,1900
Domestic,4/1/2023,100,231838,ELP,John F. Kennedy International Airport,3806,JFK,703,237,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/1/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,150,838,9,El Paso International Airport,41,New York,3137
Domestic,4/1/2023,86,234841,BOS,El Paso International Airport,4128,ELP,1075,374,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/1/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,148,841,10,Boston Logan International Airport,52,El Paso,2980
Domestic,4/1/2023,96,237844,ELP,Logan International Airport,4128,BOS,1196,402,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/1/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,165,844,10,El Paso International Airport,59,Boston,2647
Domestic,4/1/2023,86,231847,LAS,El Paso International Airport,1164,ELP,733,514,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/1/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,153,847,15,Harry Reid International Airport,52,El Paso,3203
Domestic,4/1/2023,97,234850,ELP,Harry Reid International Airport,1164,LAS,560,129,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/1/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,163,850,10,El Paso International Airport,56,Las Vegas,3124
International,4/1/2023,98,237853,LHR,El Paso International Airport,15444,ELP,5548,939,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/1/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,159,853,8,Heathrow Airport,53,El Paso,6422
International,4/1/2023,95,231856,ELP,Heathrow Airport,15444,LHR,3025,1125,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/1/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,158,856,10,El Paso International Airport,53,London,6163
International,4/1/2023,87,234859,MEX,Abraham Gonzalez International Airport,2871,CJS,4672,951,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/1/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,145,859,13,Aeropuerto Internacional Benito Juarez,45,Juarez,7119
International,4/1/2023,103,237862,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3718,1420,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/1/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,179,862,12,Abraham Gonzalez International Airport,64,Ciudad de Mexico,7409
Domestic,4/1/2023,100,231865,LAX,Orlando International Airport,3854,ORL,863,160,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/1/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,171,865,9,Los Angeles International Airport,62,Orlando,2062
Domestic,4/1/2023,87,234868,ORL,Los Angeles International Airport,3854,LAX,718,308,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/1/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,148,868,15,Orlando International Airport,46,Los Angeles,2323
Domestic,4/1/2023,86,237871,LAX,Logan International Airport,4538,BOS,612,287,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/1/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,142,871,14,Los Angeles International Airport,42,Boston,2426
Domestic,4/1/2023,94,231874,BOS,Los Angeles International Airport,4538,LAX,1189,153,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/1/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,148,874,13,Boston Logan International Airport,41,Los Angeles,1813
International,4/1/2023,104,234877,CUN,El Paso International Airport,3687,ELP,3818,1002,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/1/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,165,877,10,Cancun International Airport,51,El Paso,10158
International,4/1/2023,85,237880,ELP,Cancun International Airport,3687,CUN,4702,1113,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/1/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,141,880,11,El Paso International Airport,45,Cancun,7042
International,4/1/2023,98,231883,YYZ,El Paso International Airport,4347,ELP,5073,879,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/1/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,147,883,9,Toronto Pearson International Airport,40,El Paso,8644
International,4/1/2023,95,234886,ELP,Toronto Pearson International Airport,4347,YYZ,3919,1103,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/1/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,169,886,13,El Paso International Airport,61,Toronto,11950
International,4/2/2023,104,237889,CDG,El Paso International Airport,13986,ELP,3427,787,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/1/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,170,889,15,Paris Charles de Gaulle Airport,51,El Paso,5417
International,4/1/2023,101,231892,ELP,Paris Charles de Gaulle Airport,13986,CDG,4915,1201,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/1/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,154,892,10,El Paso International Airport,43,Paris,11915
International,4/2/2023,100,234895,HND,El Paso International Airport,15966,ELP,3019,835,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/1/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,172,895,13,Tokyo Haneda Airport,59,El Paso,7599
International,4/1/2023,86,237898,ELP,Tokyo Haneda Airport,15966,HND,5671,1273,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/1/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,154,898,13,El Paso International Airport,55,Tokyo,10708
Domestic,4/2/2023,95,231901,DFW,El Paso International Airport,1102,ELP,850,420,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/2/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,164,901,13,Dallas/Ft. Worth International Airport,56,El Paso,2147
Domestic,4/2/2023,91,234904,ELP,Dallas/Ft. Worth International Airport,1102,DFW,903,536,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/2/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,141,904,9,El Paso International Airport,41,Dallas,2553
Domestic,4/2/2023,91,237907,LAX,El Paso International Airport,1428,ELP,899,534,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/2/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,163,907,15,Los Angeles International Airport,57,El Paso,2467
Domestic,4/2/2023,89,231910,ELP,Los Angeles International Airport,1428,LAX,680,434,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/2/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,153,910,13,El Paso International Airport,51,Los Angeles,1270
Domestic,4/2/2023,98,234913,ORD,El Paso International Airport,2470,ELP,1115,452,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/2/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,913,10,Chicago International Airport,52,El Paso,3088
Domestic,4/2/2023,92,237916,ELP,Chicago International Airport,2470,ORD,1066,187,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/2/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,163,916,12,El Paso International Airport,59,Chicago,3022
Domestic,4/2/2023,93,231919,ATL,El Paso International Airport,2560,ELP,838,185,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/2/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,151,919,13,Hartsfield-Jackson Atlanta International Airport,45,El Paso,3462
Domestic,4/2/2023,100,234922,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,992,247,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/2/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,172,922,11,El Paso International Airport,61,Atlanta,3070
Domestic,4/2/2023,85,237925,JFK,El Paso International Airport,3806,ELP,696,412,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/2/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,146,925,14,John F. Kennedy International Airport,47,El Paso,2247
Domestic,4/2/2023,101,231928,ELP,John F. Kennedy International Airport,3806,JFK,975,161,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/2/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,153,928,12,El Paso International Airport,40,New York,2927
Domestic,4/2/2023,94,234931,BOS,El Paso International Airport,4128,ELP,920,326,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/2/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,150,931,14,Boston Logan International Airport,42,El Paso,3194
Domestic,4/2/2023,87,237934,ELP,Logan International Airport,4128,BOS,1137,128,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/2/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,147,934,13,El Paso International Airport,47,Boston,2708
Domestic,4/2/2023,92,231937,LAS,El Paso International Airport,1164,ELP,1004,122,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/2/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,144,937,11,Harry Reid International Airport,41,El Paso,2342
Domestic,4/2/2023,103,234940,ELP,Harry Reid International Airport,1164,LAS,1142,306,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/2/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,161,940,13,El Paso International Airport,45,Las Vegas,2512
International,4/2/2023,101,237943,LHR,El Paso International Airport,15444,ELP,3397,955,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/2/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,165,943,14,Heathrow Airport,50,El Paso,11064
International,4/2/2023,98,231946,ELP,Heathrow Airport,15444,LHR,3076,885,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/2/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,156,946,11,El Paso International Airport,47,London,10159
International,4/2/2023,102,234949,MEX,Abraham Gonzalez International Airport,2871,CJS,5805,864,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/2/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,159,949,10,Aeropuerto Internacional Benito Juarez,47,Juarez,8595
International,4/2/2023,90,237952,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4986,649,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/2/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,146,952,11,Abraham Gonzalez International Airport,45,Ciudad de Mexico,5567
Domestic,4/2/2023,100,231955,LAX,Orlando International Airport,3854,ORL,1122,412,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/2/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,161,955,12,Los Angeles International Airport,49,Orlando,2030
Domestic,4/2/2023,89,234958,ORL,Los Angeles International Airport,3854,LAX,1139,385,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/2/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,153,958,8,Orlando International Airport,56,Los Angeles,1443
Domestic,4/2/2023,92,237961,LAX,Logan International Airport,4538,BOS,794,393,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/2/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,158,961,9,Los Angeles International Airport,57,Boston,2970
Domestic,4/2/2023,101,231964,BOS,Los Angeles International Airport,4538,LAX,1009,249,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/2/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,175,964,13,Boston Logan International Airport,61,Los Angeles,1648
International,4/2/2023,101,234967,CUN,El Paso International Airport,3687,ELP,3002,901,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/2/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,164,967,12,Cancun International Airport,51,El Paso,6885
International,4/2/2023,98,237970,ELP,Cancun International Airport,3687,CUN,3560,896,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/2/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,168,970,12,El Paso International Airport,58,Cancun,7901
International,4/2/2023,91,231973,YYZ,El Paso International Airport,4347,ELP,2922,1158,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/2/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,143,973,9,Toronto Pearson International Airport,43,El Paso,8509
International,4/2/2023,90,234976,ELP,Toronto Pearson International Airport,4347,YYZ,3046,1032,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/2/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,150,976,10,El Paso International Airport,50,Toronto,7994
International,4/3/2023,100,237979,CDG,El Paso International Airport,13986,ELP,4643,1140,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/2/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,165,979,10,Paris Charles de Gaulle Airport,55,El Paso,6280
International,4/2/2023,100,231982,ELP,Paris Charles de Gaulle Airport,13986,CDG,4959,962,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/2/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,161,982,12,El Paso International Airport,49,Paris,6923
International,4/3/2023,86,234985,HND,El Paso International Airport,15966,ELP,3855,963,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/2/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,158,985,11,Tokyo Haneda Airport,61,El Paso,12543
International,4/2/2023,97,237988,ELP,Tokyo Haneda Airport,15966,HND,4034,906,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/2/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,158,988,12,El Paso International Airport,49,Tokyo,6749
Domestic,4/3/2023,93,231991,DFW,El Paso International Airport,1102,ELP,863,150,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/3/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,145,991,11,Dallas/Ft. Worth International Airport,41,El Paso,2759
Domestic,4/3/2023,100,234994,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1061,180,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/3/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,164,994,15,El Paso International Airport,49,Dallas,1247
Domestic,4/3/2023,97,237997,LAX,El Paso International Airport,1428,ELP,919,362,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/3/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,152,997,13,Los Angeles International Airport,42,El Paso,1275
Domestic,4/3/2023,89,2311000,ELP,Los Angeles International Airport,1428,LAX,1179,293,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/3/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,161,1000,15,El Paso International Airport,57,Los Angeles,2798
Domestic,4/3/2023,96,2341003,ORD,El Paso International Airport,2470,ELP,792,534,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/3/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,166,1003,15,Chicago International Airport,55,El Paso,3405
Domestic,4/3/2023,98,2371006,ELP,Chicago International Airport,2470,ORD,1140,495,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/3/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,160,1006,12,El Paso International Airport,50,Chicago,2794
Domestic,4/3/2023,94,2311009,ATL,El Paso International Airport,2560,ELP,832,170,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/3/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,148,1009,9,Hartsfield-Jackson Atlanta International Airport,45,El Paso,1680
Domestic,4/3/2023,103,2341012,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,664,239,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/3/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,168,1012,15,El Paso International Airport,50,Atlanta,2588
Domestic,4/3/2023,92,2371015,JFK,El Paso International Airport,3806,ELP,970,177,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/3/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,155,1015,15,John F. Kennedy International Airport,48,El Paso,1716
Domestic,4/3/2023,98,2311018,ELP,John F. Kennedy International Airport,3806,JFK,606,297,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/3/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,165,1018,12,El Paso International Airport,55,New York,2481
Domestic,4/3/2023,88,2341021,BOS,El Paso International Airport,4128,ELP,973,451,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/3/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,165,1021,13,Boston Logan International Airport,64,El Paso,1644
Domestic,4/3/2023,102,2371024,ELP,Logan International Airport,4128,BOS,1190,298,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/3/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,168,1024,11,El Paso International Airport,55,Boston,1457
Domestic,4/3/2023,90,2311027,LAS,El Paso International Airport,1164,ELP,1104,525,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/3/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,147,1027,15,Harry Reid International Airport,42,El Paso,1435
Domestic,4/3/2023,103,2341030,ELP,Harry Reid International Airport,1164,LAS,768,334,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/3/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,158,1030,9,El Paso International Airport,46,Las Vegas,1239
International,4/3/2023,88,2371033,LHR,El Paso International Airport,15444,ELP,3777,918,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/3/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,153,1033,8,Heathrow Airport,57,El Paso,6803
International,4/3/2023,88,2311036,ELP,Heathrow Airport,15444,LHR,5185,867,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/3/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,140,1036,12,El Paso International Airport,40,London,12574
International,4/3/2023,86,2341039,MEX,Abraham Gonzalez International Airport,2871,CJS,3192,1123,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/3/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,140,1039,13,Aeropuerto Internacional Benito Juarez,41,Juarez,4550
International,4/3/2023,104,2371042,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5058,1048,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/3/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,176,1042,12,Abraham Gonzalez International Airport,60,Ciudad de Mexico,8689
Domestic,4/3/2023,101,2311045,LAX,Orlando International Airport,3854,ORL,1050,467,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/3/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,171,1045,12,Los Angeles International Airport,58,Orlando,1401
Domestic,4/3/2023,102,2341048,ORL,Los Angeles International Airport,3854,LAX,758,365,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/3/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,164,1048,15,Orlando International Airport,47,Los Angeles,3162
Domestic,4/3/2023,100,2371051,LAX,Logan International Airport,4538,BOS,776,433,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/3/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,160,1051,13,Los Angeles International Airport,47,Boston,2991
